Well_ID,Depth_m,Formation,GR_API,NPHI_frac,RHOB_gcc,RT_ohmm,SW_frac
Well_C,1998.0,Reservoir_1,19.6,0.31,,,0.198
Well_C,1998.5,Reservoir_1,47.9,0.228,2.268,151.07,0.185
Well_C,1999.0,Reservoir_1,40.6,0.254,2.17,162.46,0.177
Well_C,1999.5,Reservoir_1,30.8,0.26,2.303,,0.242
Well_C,2000.0,Reservoir_1,41.1,0.342,2.21,114.07,0.168
Well_C,2000.5,Reservoir_1,54.2,0.259,2.215,63.95,
Well_C,2001.0,Reservoir_1,53.2,0.274,2.225,37.42,0.289
Well_C,2001.5,Reservoir_1,31.4,0.245,2.162,172.58,0.184
Well_C,2002.0,Reservoir_1,25.0,0.301,2.156,,0.413
Well_C,2002.5,Reservoir_1,33.9,0.179,2.152,141.84,0.231
Well_C,2003.0,Reservoir_1,33.3,0.305,2.245,34.72,0.244
Well_C,2003.5,Reservoir_1,36.9,0.27,2.208,54.43,0.172
Well_C,2004.0,Reservoir_1,46.9,0.261,2.138,,0.172
Well_C,2004.5,Reservoir_1,25.4,0.269,2.088,36.56,0.307
Well_C,2005.0,Reservoir_1,38.5,0.235,2.258,186.4,0.315
Well_C,2005.5,Reservoir_1,33.1,0.229,2.163,57.03,0.137
Well_C,2006.0,Reservoir_1,36.9,0.252,2.124,,0.265
Well_C,2006.5,Reservoir_1,38.0,0.289,2.135,,0.262
Well_C,2007.0,Reservoir_1,32.4,0.229,2.184,232.08,0.157
Well_C,2007.5,Reservoir_1,47.4,0.328,2.184,448.16,0.103
Well_C,2008.0,Reservoir_1,29.8,0.258,2.187,89.37,0.376
Well_C,2008.5,Reservoir_1,,0.2,2.245,224.49,0.259
Well_C,2009.0,Reservoir_1,33.4,0.197,2.258,96.01,0.36
Well_C,2009.5,Reservoir_1,57.0,0.305,2.164,742.79,0.272
Well_C,2010.0,Reservoir_1,23.5,0.281,2.243,63.47,0.247
Well_C,2010.5,Reservoir_1,27.8,0.298,2.138,81.08,0.26
Well_C,2011.0,Reservoir_1,33.2,0.27,2.166,320.04,0.284
Well_C,2011.5,Reservoir_1,23.8,0.237,2.116,49.9,0.196
Well_C,2012.0,Reservoir_1,38.0,0.303,2.134,184.79,0.239
Well_C,2012.5,Reservoir_1,31.1,0.264,2.189,88.25,0.197
Well_C,2013.0,Reservoir_1,37.6,0.281,2.229,375.4,0.124
Well_C,2013.5,Reservoir_1,34.4,0.297,2.206,123.46,0.354
Well_C,2014.0,Reservoir_1,33.3,0.355,2.281,180.84,0.253
Well_C,2014.5,Reservoir_1,41.3,0.232,2.207,41.45,0.105
Well_C,2015.0,Reservoir_1,28.0,0.345,2.269,169.76,0.207
Well_C,2015.5,Reservoir_1,52.8,0.323,2.152,121.24,0.147
Well_C,2016.0,Reservoir_1,51.7,0.309,2.14,52.13,0.406
Well_C,2016.5,Reservoir_1,42.6,0.204,2.147,44.45,0.283
Well_C,2017.0,Reservoir_1,,0.213,2.251,102.86,0.143
Well_C,2017.5,Reservoir_1,16.3,0.236,2.19,417.47,0.212
Well_C,2018.0,Reservoir_1,26.1,0.275,,,0.253
Well_C,2018.5,Reservoir_1,52.9,0.265,2.155,27.16,0.167
Well_C,2019.0,Reservoir_1,47.5,0.2,2.198,51.42,0.129
Well_C,2019.5,Reservoir_1,18.1,0.274,2.232,77.95,0.161
Well_C,2020.0,Reservoir_1,28.7,0.254,2.219,169.11,0.281
Well_C,2020.5,Reservoir_1,38.0,0.262,2.114,73.59,0.28
Well_C,2021.0,Reservoir_1,26.8,0.257,2.158,892.57,0.173
Well_C,2021.5,Reservoir_1,39.5,0.26,2.188,117.43,
Well_C,2022.0,Reservoir_1,45.9,0.268,2.238,165.84,0.089
Well_C,2022.5,Reservoir_1,47.3,0.265,2.18,84.36,0.243
Well_C,2023.0,Reservoir_1,,0.312,2.112,361.19,0.249
Well_C,2023.5,Reservoir_1,44.4,0.249,2.146,156.26,
Well_C,2024.0,Reservoir_1,29.0,0.295,2.158,73.34,0.204
Well_C,2024.5,Reservoir_1,50.4,,2.181,135.48,0.243
Well_C,2025.0,Reservoir_1,45.3,0.286,2.253,153.37,0.268
Well_C,2025.5,Reservoir_1,36.7,0.215,2.202,,0.243
Well_C,2026.0,Reservoir_1,31.2,0.234,2.184,78.96,0.337
Well_C,2026.5,Reservoir_1,43.8,0.223,2.149,47.48,0.206
Well_C,2027.0,Transition,93.2,0.193,2.356,,0.642
Well_C,2027.5,Transition,76.2,0.11,2.353,27.3,0.513
Well_C,2028.0,Transition,80.1,0.117,,,0.7
Well_C,2028.5,Transition,72.8,0.213,2.41,33.82,0.629
Well_C,2029.0,Transition,79.2,,2.302,13.97,0.542
Well_C,2029.5,Transition,76.9,0.098,2.32,,0.593
Well_C,2030.0,Transition,69.2,0.169,2.37,19.24,0.674
Well_C,2030.5,Transition,89.9,0.163,2.426,,0.721
Well_C,2031.0,Transition,78.3,0.176,2.299,14.95,0.537
Well_C,2031.5,Transition,77.0,0.217,2.253,12.48,0.641
Well_C,2032.0,Transition,65.7,0.179,2.448,5.27,0.644
Well_C,2032.5,Transition,79.3,0.195,2.399,7.17,0.57
Well_C,2033.0,Transition,,0.175,2.291,6.16,0.703
Well_C,2033.5,Transition,73.1,0.137,2.352,8.93,0.613
Well_C,2034.0,Transition,,0.13,2.416,14.55,0.659
Well_C,2034.5,Transition,62.8,0.159,2.352,7.32,0.624
Well_C,2035.0,Transition,78.0,0.14,2.356,9.06,0.712
Well_C,2035.5,Transition,83.7,0.145,,15.95,0.682
Well_C,2036.0,Transition,77.9,0.146,2.295,16.44,0.684
Well_C,2036.5,Transition,75.0,0.185,,21.49,0.527
Well_C,2037.0,Reservoir_2,37.1,0.313,2.22,52.71,0.347
Well_C,2037.5,Reservoir_2,49.6,0.25,2.252,86.8,0.229
Well_C,2038.0,Reservoir_2,39.1,0.175,2.219,,0.323
Well_C,2038.5,Reservoir_2,43.0,0.265,2.298,93.6,0.29
Well_C,2039.0,Reservoir_2,26.0,0.179,2.215,408.19,0.285
Well_C,2039.5,Reservoir_2,53.4,0.208,2.297,92.42,0.284
Well_C,2040.0,Reservoir_2,,0.285,2.208,82.11,0.197
Well_C,2040.5,Reservoir_2,31.3,0.225,2.276,108.07,0.289
Well_C,2041.0,Reservoir_2,,0.241,2.241,,0.367
Well_C,2041.5,Reservoir_2,43.4,0.196,2.209,120.76,0.284
Well_C,2042.0,Reservoir_2,27.7,,2.173,233.76,0.229
Well_C,2042.5,Reservoir_2,52.1,0.336,2.146,95.87,0.262
Well_C,2043.0,Reservoir_2,,0.261,2.279,244.46,0.418
Well_C,2043.5,Reservoir_2,51.3,0.241,2.239,65.55,0.331
Well_C,2044.0,Reservoir_2,62.2,0.278,2.132,143.2,0.197
Well_C,2044.5,Reservoir_2,30.1,0.225,2.249,74.12,0.11
Well_C,2045.0,Reservoir_2,31.1,0.226,2.255,173.35,0.323
Well_C,2045.5,Reservoir_2,60.7,,,104.73,0.43
Well_C,2046.0,Reservoir_2,34.7,,2.261,162.11,0.272
Well_C,2046.5,Reservoir_2,15.2,0.246,2.131,33.17,0.255
Well_C,2047.0,Reservoir_2,63.6,0.237,2.29,,0.195
Well_C,2047.5,Reservoir_2,32.3,0.274,2.238,122.29,0.246
Well_C,2048.0,Reservoir_2,,0.216,2.195,399.37,0.394
Well_C,2048.5,Reservoir_2,15.5,0.227,2.281,145.28,0.386
Well_C,2049.0,Reservoir_2,12.8,0.209,2.259,142.01,0.378
Well_C,2049.5,Reservoir_2,56.9,0.271,2.188,26.94,0.28
Well_C,2050.0,Reservoir_2,42.4,0.204,2.215,48.3,0.354
Well_C,2050.5,Reservoir_2,38.1,0.269,2.167,91.83,0.312
Well_C,2051.0,Reservoir_2,34.4,0.194,2.188,259.4,0.307
Well_C,2051.5,Reservoir_2,28.5,0.261,2.23,,0.368
Well_C,2052.0,Reservoir_2,38.3,0.221,2.243,260.1,0.281
Well_C,2052.5,Reservoir_2,52.7,0.206,2.28,145.18,0.324
Well_C,2053.0,Reservoir_2,29.9,0.176,2.156,23.87,0.13
Well_C,2053.5,Reservoir_2,,0.164,2.209,225.86,0.286
Well_C,2054.0,Reservoir_2,44.7,0.211,2.295,101.2,0.274
Well_C,2054.5,Reservoir_2,51.8,0.292,2.234,237.33,0.262
Well_C,2055.0,Reservoir_2,36.9,0.113,,53.2,0.281
Well_C,2055.5,Reservoir_2,43.7,0.227,2.193,132.26,0.408
Well_C,2056.0,Reservoir_2,56.8,0.219,2.166,35.03,
Well_C,2056.5,Reservoir_2,46.8,0.243,2.144,62.42,0.329
Well_C,2057.0,Reservoir_2,56.5,0.255,2.106,41.55,
Well_C,2057.5,Reservoir_2,47.3,0.303,2.24,114.26,0.194
Well_C,2058.0,Reservoir_2,68.8,0.242,2.292,110.33,0.275
Well_C,2058.5,Reservoir_2,44.2,0.206,2.256,185.46,0.345
Well_C,2059.0,Reservoir_2,36.9,0.271,2.204,136.05,
Well_C,2059.5,Reservoir_2,28.8,0.294,2.197,124.71,0.258
Well_C,2060.0,Reservoir_2,57.8,0.258,2.251,44.82,0.22
Well_C,2060.5,Reservoir_2,30.5,0.228,2.127,59.86,0.303
Well_C,2061.0,Basement,99.4,0.03,2.775,609.75,0.993
Well_C,2061.5,Basement,61.2,,2.71,336.05,0.946
Well_C,2062.0,Basement,,0.1,2.662,458.74,0.95
Well_C,2062.5,Basement,,0.03,2.598,286.21,0.995
Well_C,2063.0,Basement,68.0,0.033,2.8,1259.05,0.921
Well_C,2063.5,Basement,105.1,0.03,2.604,,0.937
Well_C,2064.0,Basement,91.2,0.042,2.664,1318.78,0.978
Well_C,2064.5,Basement,51.2,0.03,2.662,611.56,0.993
Well_C,2065.0,Basement,102.2,0.072,2.52,190.25,0.982
Well_C,2065.5,Basement,62.8,0.034,2.62,1944.17,0.976
Well_C,2066.0,Basement,81.5,0.047,2.701,,0.949
Well_C,2066.5,Basement,67.8,0.03,2.744,931.45,0.959
Well_C,2067.0,Basement,77.6,0.03,2.735,518.0,0.979
Well_C,2067.5,Basement,95.1,0.03,2.683,,0.928
Well_C,2068.0,Basement,72.4,0.03,2.646,527.54,1.0
Well_C,2068.5,Basement,79.6,,2.608,554.15,0.989
Well_C,2069.0,Basement,,0.03,2.768,36.09,0.943
Well_C,2069.5,Basement,61.9,0.03,,631.54,0.969
Well_C,2070.0,Basement,93.6,0.03,,111.68,0.967
Well_C,2070.5,Basement,77.7,0.03,2.64,234.55,0.994
Well_C,2071.0,Basement,106.3,0.03,2.737,,
Well_C,2071.5,Basement,68.8,0.057,2.719,1844.14,0.945
Well_C,2072.0,Basement,76.5,0.039,2.679,569.99,0.978
Well_C,2072.5,Basement,82.5,0.03,2.689,333.18,0.98
Well_C,2073.0,Basement,79.5,0.044,2.655,1383.23,0.956
Well_C,2073.5,Basement,81.3,0.041,2.743,335.61,0.987
Well_C,2074.0,Basement,78.5,0.03,2.786,247.69,0.965
Well_C,2074.5,Basement,98.1,0.038,2.625,462.22,
Well_D,2025.0,Shale_Cap,103.3,0.179,2.514,3.12,0.907
Well_D,2025.5,Shale_Cap,125.1,0.116,2.521,3.34,0.975
Well_D,2026.0,Shale_Cap,126.0,0.183,2.607,3.18,0.951
Well_D,2026.5,Shale_Cap,122.2,0.157,2.571,,
Well_D,2027.0,Shale_Cap,116.2,,2.533,3.68,0.934
Well_D,2027.5,Shale_Cap,111.0,0.129,2.597,4.72,0.971
Well_D,2028.0,Shale_Cap,127.9,0.144,2.494,3.41,0.89
Well_D,2028.5,Shale_Cap,124.0,0.11,2.523,1.87,0.916
Well_D,2029.0,Shale_Cap,124.0,0.116,2.484,,0.933
Well_D,2029.5,Shale_Cap,117.0,0.148,2.525,4.89,0.933
Well_D,2030.0,Shale_Cap,121.2,0.115,2.51,5.07,0.938
Well_D,2030.5,Shale_Cap,118.7,0.08,2.558,4.13,0.988
Well_D,2031.0,Shale_Cap,135.6,0.095,2.534,3.66,0.98
Well_D,2031.5,Shale_Cap,127.1,,2.468,5.22,0.913
Well_D,2032.0,Shale_Cap,118.9,0.134,2.582,,0.961
Well_D,2032.5,Shale_Cap,110.6,0.112,2.532,3.37,0.894
Well_D,2033.0,Shale_Cap,131.3,0.121,2.472,5.44,0.958
Well_D,2033.5,Shale_Cap,,0.07,2.497,4.74,1.0
Well_D,2034.0,Shale_Cap,132.9,0.113,,6.85,0.928
Well_D,2034.5,Shale_Cap,112.8,0.129,2.528,,0.903
Well_D,2035.0,Shale_Cap,115.4,0.175,2.47,6.2,0.957
Well_D,2035.5,Shale_Cap,112.5,0.17,2.56,5.61,1.0
Well_D,2036.0,Shale_Cap,99.3,0.117,2.585,2.98,0.965
Well_D,2036.5,Shale_Cap,,,2.539,5.0,0.92
Well_D,2037.0,Reservoir_1,31.3,0.246,2.222,58.41,0.132
Well_D,2037.5,Reservoir_1,29.1,0.276,2.202,135.51,0.267
Well_D,2038.0,Reservoir_1,48.7,0.295,2.188,,0.165
Well_D,2038.5,Reservoir_1,38.7,0.36,2.201,70.67,0.233
Well_D,2039.0,Reservoir_1,30.0,,2.148,33.25,0.273
Well_D,2039.5,Reservoir_1,20.2,0.342,2.22,103.49,0.178
Well_D,2040.0,Reservoir_1,43.9,0.281,,78.99,0.24
Well_D,2040.5,Reservoir_1,46.6,0.291,2.17,321.47,0.218
Well_D,2041.0,Reservoir_1,32.5,0.333,2.164,,0.209
Well_D,2041.5,Reservoir_1,36.9,0.214,2.123,109.17,0.139
Well_D,2042.0,Reservoir_1,51.3,0.242,2.082,43.2,0.129
Well_D,2042.5,Reservoir_1,41.6,0.302,2.186,339.46,0.208
Well_D,2043.0,Reservoir_1,29.6,0.342,2.184,126.99,0.279
Well_D,2043.5,Reservoir_1,58.2,0.254,2.128,86.02,0.262
Well_D,2044.0,Reservoir_1,17.3,0.242,,191.34,0.214
Well_D,2044.5,Reservoir_1,42.5,0.299,2.179,,0.26
Well_D,2045.0,Reservoir_1,34.7,,2.104,191.14,0.199
Well_D,2045.5,Reservoir_1,31.1,0.319,2.145,60.96,0.199
Well_D,2046.0,Reservoir_1,36.7,0.321,2.199,227.1,0.293
Well_D,2046.5,Reservoir_1,45.4,0.289,,263.27,0.321
Well_D,2047.0,Reservoir_1,48.0,0.26,2.189,132.68,0.334
Well_D,2047.5,Reservoir_1,43.9,0.231,2.167,60.76,0.153
Well_D,2048.0,Reservoir_1,,0.247,2.17,47.31,0.298
Well_D,2048.5,Reservoir_1,15.7,0.291,2.191,320.65,0.331
Well_D,2049.0,Reservoir_1,32.7,0.389,2.174,117.24,0.202
Well_D,2049.5,Reservoir_1,28.7,0.32,2.137,130.02,0.153
Well_D,2050.0,Reservoir_1,49.2,0.25,2.207,36.89,
Well_D,2050.5,Reservoir_1,46.9,0.315,2.164,55.75,0.329
Well_D,2051.0,Reservoir_1,41.8,0.241,2.218,95.34,0.246
Well_D,2051.5,Reservoir_1,37.7,0.263,2.125,287.14,0.198
Well_D,2052.0,Reservoir_1,45.7,0.309,2.181,98.81,0.275
Well_D,2052.5,Reservoir_1,32.1,0.354,2.25,214.24,0.197
Well_D,2053.0,Reservoir_1,40.0,0.259,2.193,109.35,0.273
Well_D,2053.5,Reservoir_1,45.7,0.304,2.157,127.69,0.362
Well_D,2054.0,Reservoir_1,33.0,0.279,2.169,46.57,0.181
Well_D,2054.5,Reservoir_1,,0.286,2.247,,0.197
Well_D,2055.0,Reservoir_1,14.2,0.295,2.096,137.65,0.287
Well_D,2055.5,Reservoir_1,34.4,0.293,2.152,,0.123
Well_D,2056.0,Reservoir_1,33.8,0.308,2.139,178.09,0.206
Well_D,2056.5,Reservoir_1,49.3,0.271,2.141,508.61,0.174
Well_D,2057.0,Reservoir_1,25.6,0.256,2.192,63.16,0.122
Well_D,2057.5,Reservoir_1,49.5,0.285,2.139,78.94,0.268
Well_D,2058.0,Reservoir_1,68.5,0.266,2.22,53.96,0.293
Well_D,2058.5,Reservoir_1,41.8,0.318,2.225,151.8,0.106
Well_D,2059.0,Reservoir_1,44.6,0.254,2.142,54.2,
Well_D,2059.5,Reservoir_1,34.0,0.323,2.194,594.87,0.214
Well_D,2060.0,Reservoir_1,,0.3,2.156,,0.187
Well_D,2060.5,Reservoir_1,10.7,0.25,2.109,175.69,0.176
Well_D,2061.0,Reservoir_1,29.9,0.334,2.147,113.1,0.222
Well_D,2061.5,Reservoir_1,39.2,0.312,2.249,100.7,0.327
Well_D,2062.0,Reservoir_1,41.3,0.362,2.228,71.1,0.298
Well_D,2062.5,Reservoir_1,35.4,0.313,2.201,273.33,0.246
Well_D,2063.0,Reservoir_1,,0.266,2.173,,0.213
Well_D,2063.5,Reservoir_1,31.2,0.284,2.238,1005.01,0.227
Well_D,2064.0,Reservoir_1,55.4,0.277,2.263,40.63,0.225
Well_D,2064.5,Reservoir_1,42.3,,2.144,42.59,0.294
Well_D,2065.0,Reservoir_1,49.2,0.251,2.279,,0.15
Well_D,2065.5,Reservoir_1,38.1,0.278,2.192,274.86,0.15
Well_D,2066.0,Reservoir_1,46.2,0.233,2.158,84.91,0.096
Well_D,2066.5,Reservoir_1,34.8,0.299,2.251,151.59,
Well_D,2067.0,Transition,66.4,0.207,,16.02,0.608
Well_D,2067.5,Transition,71.0,0.225,2.382,46.69,0.666
Well_D,2068.0,Transition,79.8,0.198,2.391,13.64,0.534
Well_D,2068.5,Transition,69.1,0.232,2.397,24.94,0.62
Well_D,2069.0,Transition,,0.152,2.417,9.04,0.723
Well_D,2069.5,Transition,76.5,,2.372,15.69,0.602
Well_D,2070.0,Transition,75.9,0.203,2.324,7.22,0.687
Well_D,2070.5,Transition,76.5,0.176,2.33,15.46,0.66
Well_D,2071.0,Transition,77.9,0.18,2.366,7.56,0.598
Well_D,2071.5,Transition,66.3,0.203,2.428,11.97,0.527
Well_D,2072.0,Transition,73.2,0.224,2.442,8.79,0.575
Well_D,2072.5,Transition,76.2,0.191,2.325,6.77,0.58
Well_D,2073.0,Transition,75.4,0.205,2.337,,0.662
Well_D,2073.5,Transition,75.3,0.183,2.397,55.53,0.737
Well_D,2074.0,Transition,84.4,0.214,2.357,23.8,0.665
Well_D,2074.5,Transition,85.5,0.235,2.381,13.98,0.536
Well_D,2075.0,Transition,,0.172,,18.71,0.666
Well_D,2075.5,Transition,69.0,0.189,2.388,9.87,0.645
Well_D,2076.0,Transition,79.2,0.19,2.395,5.96,0.599
Well_D,2076.5,Transition,91.7,0.174,2.484,17.39,0.53
Well_D,2077.0,Reservoir_2,23.8,0.261,2.193,77.91,0.208
Well_D,2077.5,Reservoir_2,43.5,0.19,2.193,192.88,0.497
Well_D,2078.0,Reservoir_2,56.8,0.288,2.198,211.7,0.24
Well_D,2078.5,Reservoir_2,49.4,0.252,2.131,96.4,0.163
Well_D,2079.0,Reservoir_2,39.5,0.28,2.264,172.82,0.248
Well_D,2079.5,Reservoir_2,42.0,0.264,2.236,68.51,0.271
Well_D,2080.0,Reservoir_2,71.7,0.221,2.269,26.13,0.223
Well_D,2080.5,Reservoir_2,58.3,0.306,2.165,22.31,0.396
Well_D,2081.0,Reservoir_2,40.1,0.29,2.257,35.01,0.368
Well_D,2081.5,Reservoir_2,38.6,0.21,2.249,35.5,0.174
Well_D,2082.0,Reservoir_2,41.4,0.347,2.192,99.6,0.197
Well_D,2082.5,Reservoir_2,80.0,0.314,2.219,102.23,0.403
Well_D,2083.0,Reservoir_2,29.2,0.215,2.225,80.23,0.319
Well_D,2083.5,Reservoir_2,41.4,0.305,2.174,,0.202
Well_D,2084.0,Reservoir_2,43.8,0.301,2.168,,0.255
Well_D,2084.5,Reservoir_2,58.1,0.241,2.287,176.52,0.292
Well_D,2085.0,Reservoir_2,36.9,0.299,2.235,33.21,0.238
Well_D,2085.5,Reservoir_2,35.1,0.252,2.116,59.94,0.228
Well_D,2086.0,Reservoir_2,46.9,0.32,2.198,35.09,0.27
Well_D,2086.5,Reservoir_2,35.3,0.198,2.2,15.91,0.197
Well_D,2087.0,Reservoir_2,54.9,0.271,2.196,71.81,0.289
Well_D,2087.5,Reservoir_2,42.3,0.268,2.131,50.85,0.189
Well_D,2088.0,Reservoir_2,65.0,0.311,2.243,61.28,0.273
Well_D,2088.5,Reservoir_2,37.9,0.255,2.157,,0.186
Well_D,2089.0,Reservoir_2,31.0,0.187,2.127,79.57,0.331
Well_D,2089.5,Reservoir_2,40.9,0.236,2.211,,0.326
Well_D,2090.0,Reservoir_2,51.8,0.24,2.211,158.34,0.323
Well_D,2090.5,Reservoir_2,32.6,0.237,2.247,51.84,0.239
Well_D,2091.0,Reservoir_2,49.0,0.29,2.171,274.7,0.159
Well_D,2091.5,Reservoir_2,34.4,0.331,2.199,156.54,0.309
Well_D,2092.0,Reservoir_2,47.1,0.336,2.299,61.07,0.301
Well_D,2092.5,Reservoir_2,34.8,0.334,2.197,43.56,0.315
Well_D,2093.0,Reservoir_2,62.6,0.248,2.122,174.48,0.253
Well_D,2093.5,Reservoir_2,31.8,0.236,2.184,,0.268
Well_D,2094.0,Reservoir_2,40.9,0.254,2.305,280.75,0.322
Well_D,2094.5,Reservoir_2,58.4,0.217,2.172,120.64,0.34
Well_D,2095.0,Reservoir_2,43.9,0.208,2.157,195.06,0.305
Well_D,2095.5,Reservoir_2,40.5,0.241,2.177,196.66,0.351
Well_D,2096.0,Reservoir_2,21.4,,2.231,49.98,0.171
Well_D,2096.5,Reservoir_2,47.7,0.29,2.19,114.36,0.317
Well_D,2097.0,Reservoir_2,39.5,0.265,2.157,145.95,0.348
Well_D,2097.5,Reservoir_2,34.9,0.293,2.146,182.09,0.269
Well_D,2098.0,Reservoir_2,44.9,0.232,2.221,63.44,0.233
Well_D,2098.5,Reservoir_2,56.2,0.329,2.273,73.39,0.411
Well_D,2099.0,Reservoir_2,37.0,0.119,2.148,249.21,0.281
Well_D,2099.5,Reservoir_2,23.2,0.289,2.314,264.13,0.176
Well_D,2100.0,Reservoir_2,42.5,0.306,2.168,124.47,0.338
Well_D,2100.5,Reservoir_2,28.7,0.318,,172.74,0.246
Well_D,2101.0,Basement,104.5,0.077,2.756,472.85,0.995
Well_D,2101.5,Basement,54.6,0.051,2.542,289.95,1.0
Well_D,2102.0,Basement,74.3,0.075,2.695,1594.74,0.955
Well_D,2102.5,Basement,68.8,0.071,2.667,309.14,0.959
Well_D,2103.0,Basement,81.1,,2.584,577.49,0.971
Well_D,2103.5,Basement,102.8,0.103,2.626,,0.983
Well_D,2104.0,Basement,96.6,0.084,2.647,,0.943
Well_D,2104.5,Basement,89.1,0.047,2.528,476.25,0.967
Well_D,2105.0,Basement,84.1,0.08,2.654,296.2,0.961
Well_D,2105.5,Basement,,0.047,2.694,866.08,0.971
Well_D,2106.0,Basement,37.2,,2.65,582.17,0.984
Well_D,2106.5,Basement,124.0,0.06,2.66,117.49,0.956
Well_D,2107.0,Basement,,0.09,2.662,1253.38,0.988
Well_D,2107.5,Basement,49.6,0.072,2.66,266.15,0.979
Well_D,2108.0,Basement,75.3,,2.557,425.39,0.964
Well_D,2108.5,Basement,80.7,0.111,2.55,438.84,0.987
Well_D,2109.0,Basement,71.3,0.05,2.673,102.45,0.985
Well_D,2109.5,Basement,94.8,0.069,2.649,525.76,0.975
Well_D,2110.0,Basement,94.4,0.059,2.672,389.45,0.963
Well_D,2110.5,Basement,57.5,0.047,2.738,284.42,0.992
Well_D,2111.0,Basement,79.4,0.076,2.596,280.22,0.987
Well_D,2111.5,Basement,71.7,0.054,2.651,541.9,0.946
Well_D,2112.0,Basement,44.3,0.07,2.77,309.82,0.972
Well_D,2112.5,Basement,82.1,,2.536,198.79,0.977
Well_D,2113.0,Basement,103.2,0.042,2.616,661.46,1.0
Well_D,2113.5,Basement,47.6,0.03,2.7,758.19,0.96
Well_D,2114.0,Basement,59.0,0.059,2.665,1339.97,1.0
Well_D,2114.5,Basement,89.2,0.061,2.56,276.08,0.965
